Brand Name,Product Name,Category,VPN,UPC,Price,Qty,Description,Specification,Video URL,Image URL,Related Product URL
Jarden,Pump Espresso Maker,Home & Appliances,ECMP50RB,34264424173.0,108.0,4.0,"Mr. Coffee Pump Espresso Maker - 1250 W - 15 bar - 1.25 quart - Frother
For espresso enthusiasts, this barista-style Mr. Coffee® Café Espresso creates authentic, bold espresso drinks. A thermal block heating system works to heat water fast and the 15-bar pump system brews rich, creme-topped espresso with impressive results. Choose a single or double shot porta-filter for serving size options. When a cappuccino or latte order is up, use the frother to quickly steam milk up to a creamy finish. Removable 40 oz. water reservoir makes filling easy. Includes tamping tool and recipes.
","Miscellaneous
Package Contents
Pump Espresso Maker
Recipes
Country of Origin China
Power Description
Power Source Electric
Power Consumption 1250 W
General Information
Product Type Espresso Machine
Manufacturer Part Number ECMP50-RB
Manufacturer Website Address http://www.newellbrands.com
Manufacturer Newell Brands
Product Model ECMP50-RB
Product Name Pump Espresso Maker
Brand Name Mr. Coffee
Physical Characteristics
Weight (Approximate) 8.94 lb
Height 11.4""
Width 9.5""
Depth 10.6""
Technical Information
Features DualBrew Technology
Removable Drip Tray
Indicator Light
Maximum Pump Pressure 15 bar
Water Tank Capacity 1.25 quart
Frother Yes",,,"https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
https://usa.ingrammicro.com/site/productdetail?id=A300-7AD706
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0603
https://usa.ingrammicro.com/site/productdetail?id=A300-8AF169
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0604
https://usa.ingrammicro.com/site/productdetail?id=A300-8AF168
"
Tucano,"Tugo Travel Backpack 17.3""",Home & Appliances,BKTUG-L-B,844668023069.0,100.0,12.0,"Tucano Tugò Carrying Case (Backpack) for 17.3"" Notebook - Blue - Water Resistant - Shoulder Strap, Handle, Chest Strap LARGE BLUE
Tucano Milano Italy Tugo Large is a durable travel backpack, designed to fit the maximum size of carry-on luggage allowed by airlines (IATA).
Tugò L has two convenient front pockets that are ideal for storing travel accessories, and a padded rear compartment to protect a Notebook up to 17.3""; this allows for quick access to your laptop, which makes airport checks faster.
The main compartment has a capacity of over 35 litres, and is perfect to store everything you need while travelling.
The zipper pulls of the main compartment are also compatible with use of a padlock, so as to always be sure to protect its content.
Included are 4 adjustable straps on the sides of the backpack, a chest strap and two sturdy handles to assist in placing the backpack in the overhead bins in planes and trains.
","Miscellaneous
Application/Usage Notebook
Accessories
Country of Origin China
General Information
Product Type Carrying Case
Manufacturer Part Number BKTUG-L-B
Manufacturer Website Address http://www.tucano.com
Manufacturer Tucano
Product Name Tugo Travel Backpack 17.3""
Product Line Tugò
Brand Name Tucano
Physical Characteristics
Weight (Approximate) 1.98 lb
Color Blue
Durability Water Resistant
Water Resistant
Product Information
Carrying Options Chest Strap
Shoulder Strap
Handle
Style Backpack
Maximum Screen Size Supported 17.3""",,"https://content.etilize.com/300/1035271883.jpg
https://content.etilize.com/Life-Style/Maximum/1035271883.jpg
https://content.etilize.com/Bottom/1035271883.jpg
https://content.etilize.com/Left/1035271883.jpg
https://content.etilize.com/Front/1035271883.jpg
https://content.etilize.com/Rear/1035271883.jpg
https://content.etilize.com/Alternate-Image1/1035271883.jpg
https://content.etilize.com/Alternate-Image2/1035271883.jpg
https://content.etilize.com/Alternate-Image3/1035271883.jpg
https://content.etilize.com/Alternate-Image4/1035271883.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
https://usa.ingrammicro.com/site/productdetail?id=A300-7AD706
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0603
https://usa.ingrammicro.com/site/productdetail?id=A300-8AF169
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0604
"
Tucano,"Tugo Travel Backpack 15.6""",Home & Appliances,BKTUG-M-BK,844668023106.0,89.0,7.0,"Tucano Tugò Carrying Case (Backpack) for 15.6"" Notebook - Black - Water Resistant - Shoulder Strap, Handle, Chest Strap, Trolley Strap - 5.28 gal Volume Capacity MEDIUM BLACK
Tucano Milano Italy Tugo Medium is a durable travel backpack, designed to fit the maximum size of carry-on luggage allowed by airlines (IATA).
Tugò M has two convenient front pockets that are ideal for storing travel accessories, and a padded rear compartment to protect a Notebook up to 15.6""; this allows for quick access to your laptop, which makes airport checks faster. The rear panel also features a strap for transportation via trolley as well as a security pocket, useful for concealing valuables and keeping them safe.
The main compartment has a capacity of over 18 litres, and is perfect to store everything you need for a weekend away.
The zipper pulls of the main compartment are also compatible with use of a padlock, so as to always be sure to protect its content.
Included are 4 adjustable straps on the sides of the backpack, a chest strap and two sturdy handles to assist in placing the backpack in the overhead bins in planes and trains.
","Miscellaneous
Application/Usage Notebook
Accessories
Country of Origin China
Physical Characteristics
Weight (Approximate) 1.41 lb
Color Black
Durability Water Resistant
Water Resistant
General Information
Product Type Carrying Case
Manufacturer Part Number BKTUG-M-BK
Manufacturer Website Address http://www.tucano.com
Manufacturer Tucano
Product Name Tugo Travel Backpack 15.6""
Product Line Tugò
Brand Name Tucano
Product Information
Carrying Options Handle
Shoulder Strap
Trolley Strap
Chest Strap
Style Backpack
Maximum Screen Size Supported 15.6""
Volume Capacity 5.28 gal",,"https://content.etilize.com/300/1035271887.jpg
https://content.etilize.com/Life-Style/Maximum/1035271887.jpg
https://content.etilize.com/Bottom/1035271887.jpg
https://content.etilize.com/Left/1035271887.jpg
https://content.etilize.com/Front/1035271887.jpg
https://content.etilize.com/Alternate-Image1/1035271887.jpg
https://content.etilize.com/Alternate-Image2/1035271887.jpg
https://content.etilize.com/Alternate-Image3/1035271887.jpg
https://content.etilize.com/Alternate-Image4/1035271887.jpg
https://content.etilize.com/Alternate-Image5/1035271887.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
https://usa.ingrammicro.com/site/productdetail?id=A300-7AD706
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0603
https://usa.ingrammicro.com/site/productdetail?id=A300-8AF169
"
Jarden,Oster DuraCeramic Air Fryer,Home & Appliances,CKSTAFTECO,34264495968.0,196.0,19.0,"Oster DuraCeramic Air Fryer - 3 lb Food - Black, White FRY BAKE SAUTE GRILL & ROAST
Enjoy the taste and texture of your favorite fried foods, without the guilt. The Oster® DuraCeramic Air Fryer cooks food using just a tablespoon of oil, for a lower-fat alternative to your favorite fried foods. Just place food in the fryer and choose your setting. The unique tilt function tumbles food for even cooking without crushing or manual turning, while constant circulating heat and adjustable temperature control ensure the perfect crispiness every time. More than an electric air fryer, this appliance also grills, bakes, sautés, and roasts. Plus, the DuraCeramic coating cooks food 30% faster and is 8 times more durable than regular nonstick coatings. You'll use this convenient and versatile air fryer for a variety of dishes all week long.
","Power Description
Power Consumption 1300 W
Miscellaneous
Package Contents
DuraCeramic Air Fryer
Roasting Rack
Measuring Spoon
Cool-touch Handle
Recipe Book
Country of Origin China
Technical Information
Features Auto Shutoff
Adjustable Temperature
Removable Lid
Dishwasher Safe Component
Durable
PTFE Free
Easy Clean
LCD Display
Non-stick
PFOA Free
Cooking Method Electric
Food Capacity 3 lb
General Information
Product Type Airfryer
Manufacturer Part Number CKSTAF-TECO
Manufacturer Website Address http://www.newellbrands.com
Manufacturer Newell Brands
Product Model CKSTAF-TECO
Product Name DuraCeramic Air Fryer
Brand Name Oster
Physical Characteristics
Material Aluminum
Ceramic
Weight (Approximate) 12.05 lb
Color White
Black
Length 16.8""
Height 13.2""
Width 14""",,,"https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
https://usa.ingrammicro.com/site/productdetail?id=A300-7AD706
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0603
"
Jarden,Oster Large Digital Countertop Oven,Home & Appliances,TSSTTVMNDG-001,34264437289.0,128.0,3.0,"Oster Large Digital Countertop Oven - 1300 W - Toast, Roast, Bake, Pizza, Broil, Cooking - Black, Chrome OVEN
Cook "" x Width:with the convenience of an oven on your countertop. Convection technology provides faster, more even cooking for optimal results. Extra-large capacity can accommodate a 13"" x 9"" roasting/baking pan and fits a 12"" pizza. 150-450° temperature range bakes, toasts and even dehydrates foods. Avoid turning on your conventional oven to keep the kitchen cooler and conserve energy. With the Oster® brand, you can cook with passion and serve with pleasure.
","Power Description
Power Consumption 1300 W
Warranty
Limited Warranty 1 Year
Technical Information
Features Removable Rack
Durable
Interior Light
Easy Clean
Functions Broil
Bake
Toast
Roast
Pizza
Cooking
Cooking Method Convection
Cord Length 1.97 ft
Crumb Tray Yes
Crumb Tray Type Removable
Toaster Slot Size Extra Long
Miscellaneous
Certifications & Standards
ETL
Country of Origin China
General Information
Product Type Toaster Oven
Manufacturer Part Number TSSTTVMNDG-001
Manufacturer Website Address http://www.newellbrands.com
Manufacturer Newell Brands
Product Name Large Digital Countertop Oven
Brand Name Oster
Physical Characteristics
Material Wire - Rack
Glass - Door
Weight (Approximate) 11.50 lb
Color Chrome
Black
Height 11.3""
Width 12.9""
Depth 19.7""",,"https://content.etilize.com/300/1020801083.jpg
https://content.etilize.com/Life-Style/Maximum/1020801083.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
https://usa.ingrammicro.com/site/productdetail?id=A300-7AD706
"
Tucano,"Tugo Travel Backpack 17.3""",Home & Appliances,BKTUG-L-BK,844668020754.0,98.0,18.0,"Tucano Tugò Carrying Case (Backpack) for 17.3"" Notebook - Black - Water Resistant - Shoulder Strap, Handle, Chest Strap LARGE BLACK
Tucano Milano Italy Tugo Large is a durable travel backpack, designed to fit the maximum size of carry-on luggage allowed by airlines (IATA).
Tugò L has two convenient front pockets that are ideal for storing travel accessories, and a padded rear compartment to protect a Notebook up to 17.3""; this allows for quick access to your laptop, which makes airport checks faster.
The main compartment has a capacity of over 35 litres, and is perfect to store everything you need while travelling.
The zipper pulls of the main compartment are also compatible with use of a padlock, so as to always be sure to protect its content.
Included are 4 adjustable straps on the sides of the backpack, a chest strap and two sturdy handles to assist in placing the backpack in the overhead bins in planes and trains.
","Miscellaneous
Application/Usage Accessories
Notebook
Country of Origin China
General Information
Product Type Carrying Case
Manufacturer Part Number BKTUG-L-BK
Manufacturer Website Address http://www.tucano.com
Manufacturer Tucano
Product Name Tugo Travel Backpack 17.3""
Product Line Tugò
Brand Name Tucano
Physical Characteristics
Weight (Approximate) 1.98 lb
Color Black
Durability Water Resistant
Water Resistant
Product Information
Carrying Options Shoulder Strap
Chest Strap
Handle
Style Backpack
Maximum Screen Size Supported 17.3""",,"https://content.etilize.com/300/1035271884.jpg
https://content.etilize.com/Life-Style/Maximum/1035271884.jpg
https://content.etilize.com/Left/1035271884.jpg
https://content.etilize.com/Front/1035271884.jpg
https://content.etilize.com/Rear/1035271884.jpg
https://content.etilize.com/Alternate-Image1/1035271884.jpg
https://content.etilize.com/Alternate-Image2/1035271884.jpg
https://content.etilize.com/Alternate-Image3/1035271884.jpg
https://content.etilize.com/Alternate-Image4/1035271884.jpg
https://content.etilize.com/Alternate-Image5/1035271884.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
https://usa.ingrammicro.com/site/productdetail?id=A300-6TC226
"
Jarden,Classic Coffee Mr. Coffee Automatic Burr Mill,Home & Appliances,BVMC-BMH23-RB,72179231738.0,54.0,9.0,"Mr. Coffee Classic Coffee Mr. Coffee Automatic Burr Mill - Silver STAINLESS STEEL
Brewing with freshly ground beans is key to rich-tasting coffee. The Mr. Coffee Automatic Burr Mill quickly and easily grinds whole coffee beans in seconds with no fuss. Effortlessly go from bean to cup for the most enjoyable, satisfying coffee flavor. Automatic Burr Mill makes grinding beans fast and easy with one simple touch. Plates rather than blades grind the bean more uniformly. Choose from 18 settings to grind coffee for desired brewing-method from super-fine to very course grounds. Removable bean hopper holds up to 1/2 lb. of coffee beans. Grinder automatically shuts off when grinding is complete. Removable grinding chamber makes cleaning easy. Design also features a dual safety-locking switches, convenient cord storage and BPA-free canisters.
","Controls/Indicators
Controls Locking Switch
Miscellaneous
Country of Origin China
General Information
Product Type Food Grinder
Manufacturer Part Number BVMCBMH23RB
Manufacturer Website Address http://www.newellbrands.com
Packaged Quantity 1
Manufacturer Newell Brands
Product Model BVMC-BMH23-RB
Product Name Classic Coffee Mr. Coffee Automatic Burr Mill
Brand Name Mr. Coffee
Power Description
Power Source Electric
Physical Characteristics
Material Stainless Steel
Color Silver
Technical Information
Features Easy to Clean
BPA Free
Auto Shutoff
Removable Grind Chamber
Cord Storage
Grinding Capacity 8 oz",,,"https://usa.ingrammicro.com/site/productdetail?id=A300-1Y9100
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW056
"
Calphalon,Premier Nonstick 11-Piece Set,Home & Appliances,2109784,16853074723.0,460.0,10.0,"Calphalon Premier Nonstick 11-Piece Set - 10"" Diameter Frying Pan, 12"" Diameter Frying Pan, 1.5 quart Saucepan, 2.5 quart Saucepan, 3 quart Saute, 8 quart Stockpot, Cover - Hard Anodized Aluminum, Tempered Glass Lid - Cooking, Frying, Sauce, Sauteing - Dishwasher Safe - Oven Safe - Black SET RJT11
Calphalon Premier Hard-Anodized Nonstick Cookware delivers a longer-lasting, superior nonstick performance-40% longer than Calphalon Classic-for effortless food release, so you can cook with confidence and serve even the most delicate food with ease. The durable, 3-layer nonstick interior is tough enough to withstand metal utensils and everyday use, and the hard-anodized exterior is dishwasher-safe for easy cleanup. Calphalon Premier Nonstick pots and pans are oven-safe up to 450 degrees F, so they can go from the stovetop to the oven for heating and cooking versatility. Unlock your culinary genius with Calphalon Premier, and experience superior cookware that's built to last.
INCLUDED WITH SET:
","Miscellaneous
Country of Origin China
Product Information
Application/Usage Sauteing
Cooking
Frying
Sauce
Kitchenware Type Cookware Set
Dishwasher Safe Yes
Kitchenware Details 1 x Stockpot - 8 quart
5 x Cover
1 x Frying Pan - 10"" Diameter
1 x Saucepan - 2.5 quart
1 x Saute - 3 quart
1 x Saucepan - 1.5 quart
1 x Frying Pan - 12"" Diameter
Oven Safe Yes
Warranty
Limited Warranty Lifetime
Physical Characteristics
Material Hard Anodized Aluminum
Tempered Glass Lid
Color Black
General Information
Product Type Cookware
Manufacturer Part Number 2109784
Manufacturer Website Address http://www.newellbrands.com
Manufacturer Newell Brands
Product Name Premier Nonstick 11-Piece Set
Product Line Premier
Brand Name Calphalon",,"https://content.etilize.com/300/1065599338.jpg
https://content.etilize.com/Life-Style/Maximum/1065599338.jpg
https://content.etilize.com/Alternate-Image1/1065599338.jpg
https://content.etilize.com/Alternate-Image2/1065599338.jpg
https://content.etilize.com/Alternate-Image3/1065599338.jpg
https://content.etilize.com/Alternate-Image4/1065599338.jpg
https://content.etilize.com/Alternate-Image5/1065599338.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-8LT546
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y9100
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
https://usa.ingrammicro.com/site/productdetail?id=A300-9X4178
"
Graphtec,Push/Pinch Roller Replacement,Home & Appliances,621352000,9999999999999.0,,10.0,Graphtec Push/Pinch Roller Replacement ROLLER REPLACEMENT WHEEL 1 EACH,"General Information
Product Type Roller
Manufacturer Part Number 621352000
Manufacturer Website Address http://www.graphtecamerica.com
Manufacturer Graphtec America, Inc
Product Name Push/Pinch Roller Replacement
Brand Name Graphtec",,,"https://usa.ingrammicro.com/site/productdetail?id=A300-3DR922
https://usa.ingrammicro.com/site/productdetail?id=A300-8LT546
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y9100
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0602
"
Yeelight,Smart LED Bulb 1S (Color),Home & Appliances,YLDP13YL,608887786439.0,30.0,20.0,"Yeelight Smart LED Bulb 1S (Color) - Yeelight Smart Light Bulb 1S，Multicolor，Dimmable，App & Voice controll Wi-Fi Smart Color changing light bulb，Alexa/Google Assistant, Siri compatible，no hub required，A19 60W Equivalent Smart Home RGB LED Bulbs DIMMABLE/60W/E27 SMARTPHONE CONTLD","Miscellaneous
Country of Origin China
Technical Information
Application/Usage Basement
Home
Bar
Restaurant
Features Remote Controlled
Voice Control
Energy Saver
Controllable Light Color
Adjustable Temperature
Adjustable Brightness
Color Temperature 2600.3°F (1426.8°C)
11240.3°F (6226.8°C)
Base E27
E26
Light Color White
Multicolor
Maximum Bulb Power 8.50 W
Bulb Size Standard A19
Luminous Flux 800 lm
Incandescent Equivalent Wattage 60 W
Virtual Assistant Supported Alexa
IFTTT
Apple HomeKit
Google Assistant
SmartThings
Siri
Dimmable Yes
Physical Characteristics
Weight (Approximate) 8.11 oz
Power Description
Input Voltage 230 V AC
120 V AC
General Information
Product Type LED Light Bulb
Manufacturer Part Number YLDP13YL
Manufacturer Website Address http://www.yeelight.com
Packaged Quantity 1 Piece
Manufacturer YEELIGHT
Product Name LED Smart Bulb 1S (Color)
Brand Name YEELIGHT",,,"https://usa.ingrammicro.com/site/productdetail?id=A300-7WD070
https://usa.ingrammicro.com/site/productdetail?id=A300-3DR922
https://usa.ingrammicro.com/site/productdetail?id=A300-8LT546
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y9100
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW055
"
Thule,AllTrail X 35L,Home & Appliances,3204133,85854246125.0,162.0,1.0,"Thule AllTrail Carrying Case (Backpack) Apple Notebook, MacBook - Obsidian - Water Resistant - Waxed Canvas, Polyester - 24"" Height x 11.8"" Width x 12.6"" Depth - 9.25 gal Volume Capacity OBSIDIAN
","Product Information
Style Backpack
Volume Capacity 9.25 gal
Miscellaneous
Application/Usage MacBook
Notebook
Compatibility Apple - MacBook
Country of Origin Vietnam
Brand Compatibility Apple
General Information
Product Type Carrying Case
Manufacturer Part Number 3204133
Manufacturer Website Address http://www.thulegroup.com
Manufacturer The Thule Group
Product Name AllTrail X 35L
Product Line AllTrail
Brand Name Thule
Physical Characteristics
Material Waxed Canvas
Polyester
Weight (Approximate) 3.10 lb
Color Obsidian
Durability Water Resistant
Water Resistant
Height 24""
Width 11.8""
Depth 12.6""",,"https://content.etilize.com/300/1062479221.jpg
https://content.etilize.com/Life-Style/Maximum/1062479221.jpg
https://content.etilize.com/Left/1062479221.jpg
https://content.etilize.com/Front/1062479221.jpg
https://content.etilize.com/Rear/1062479221.jpg
https://content.etilize.com/Alternate-Image1/1062479221.jpg
https://content.etilize.com/Alternate-Image2/1062479221.jpg
https://content.etilize.com/Alternate-Image3/1062479221.jpg
https://content.etilize.com/Alternate-Image4/1062479221.jpg
https://content.etilize.com/Alternate-Image5/1062479221.jpg
https://content.etilize.com/Alternate-Image6/1062479221.jpg
https://content.etilize.com/Alternate-Image7/1062479221.jpg
https://content.etilize.com/Alternate-Image8/1062479221.jpg
","https://usa.ingrammicro.com/site/productdetail?id=A300-7AD703
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD070
https://usa.ingrammicro.com/site/productdetail?id=A300-3DR922
https://usa.ingrammicro.com/site/productdetail?id=A300-8LT546
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y9100
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW057
https://usa.ingrammicro.com/site/productdetail?id=A300-9J4496
https://usa.ingrammicro.com/site/productdetail?id=A300-5BV144
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW054
https://usa.ingrammicro.com/site/productdetail?id=A300-3AW058
https://usa.ingrammicro.com/site/productdetail?id=A300-1Y0559
https://usa.ingrammicro.com/site/productdetail?id=A300-7WD071
"
